dite,skolka,poradi
1442,73,32
1442,68,33
1442,58,34
1442,65,35
1442,108,36
1442,55,37
1442,7,38
1442,22,39
1442,98,40
1442,8,41
1442,110,42
1442,51,43
1442,107,44
1442,44,45
1442,25,46
1442,54,47
1442,104,48
1442,11,49
1442,77,50
1442,111,51
1442,56,52
1442,92,53
1442,99,54
1442,61,55
1442,84,56
1442,53,57
1442,97,58
1442,80,59
1442,82,60
1442,30,61
1442,27,62
1442,70,63
1442,48,64
1442,66,65
1442,101,66
1442,124,67
1442,122,68
1442,29,69
1442,130,70
1442,10,71
1442,112,72
1442,117,73
1442,26,74
1442,5,75
1442,42,76
1442,49,77
1442,3,78
1442,16,79
1442,17,80
1443,100,1
1443,48,2
1443,66,3
1443,110,4
1443,50,5
1443,19,6
1443,4,7
1443,17,8
1443,95,9
1443,81,10
1443,20,11
1443,109,12
1443,107,13
1443,122,14
1443,121,15
1443,36,16
1443,29,17
1443,32,18
1443,75,19
1443,130,20
1443,73,21
1443,40,22
1443,88,23
1443,115,24
1443,72,25
1443,118,26
1443,87,27
1443,104,28
1443,108,29
1443,67,30
1443,113,31
1443,77,32
1443,11,33
1443,18,34
1443,41,35
1443,126,36
1443,55,37
1443,23,38
1443,56,39
1443,7,40
1443,99,41
1443,86,42
1443,85,43
1443,21,44
1443,132,45
1443,89,46
1443,103,47
1443,1,48
1443,49,49
1443,30,50
1443,79,51
1443,127,52
1443,2,53
1443,16,54
1443,27,55
1444,34,1
1444,70,2
1444,48,3
1444,33,4
1444,35,5
1444,19,6
1444,95,7
1444,20,8
1444,109,9
1444,51,10
1444,102,11
1444,122,12
1444,29,13
1444,128,14
1444,119,15
1444,75,16
1444,133,17
1444,59,18
1444,123,19
1444,58,20
1444,10,21
1444,115,22
1444,131,23
1444,118,24
1444,67,25
1444,11,26
1444,113,27
1444,136,28
1444,41,29
1444,55,30
1444,38,31
1444,111,32
1444,126,33
1444,96,34
1444,56,35
1444,125,36
1444,99,37
1444,71,38
1444,9,39
1444,61,40
1444,84,41
1444,45,42
1444,97,43
1444,53,44
1444,62,45
1444,42,46
1444,37,47
1444,132,48
1444,106,49
1444,82,50
1444,127,51
1444,2,52
1445,100,1
1445,50,2
1445,95,3
1445,81,4
1445,14,5
1445,109,6
1445,128,7
1445,131,8
1445,90,9
1445,6,10
1445,67,11
1445,113,12
1445,18,13
1445,38,14
1445,91,15
1445,71,16
1445,114,17
1445,64,18
1445,69,19
1445,15,20
1445,83,21
1445,13,22
1445,79,23
1445,87,24
1445,93,25
1445,135,26
1445,121,27
1445,60,28
1445,43,29
1445,59,30
1445,58,31
1445,108,32
1445,55,33
1445,23,34
1445,7,35
1445,86,36
1445,31,37
1445,62,38
1445,85,39
1445,37,40
1445,8,41
1445,129,42
1445,89,43
1445,46,44
1445,127,45
1445,110,46
1445,20,47
1445,107,48
1445,44,49
1445,25,50
1445,119,51
1445,133,52
1445,116,53
1445,11,54
1445,77,55
1445,111,56
1445,125,57
1445,61,58
1445,97,59
1445,53,60
1445,24,61
1445,82,62
1445,2,63
1445,27,64
1445,70,65
1445,35,66
1445,124,67
1445,29,68
1445,130,69
1445,123,70
1445,40,71
1445,78,72
1445,12,73
1445,10,74
1445,112,75
1445,117,76
1445,41,77
1445,5,78
1445,42,79
1445,49,80
1445,76,81
1445,3,82
1446,74,1
1446,34,2
1446,100,3
1446,70,4
1446,35,5
1446,50,6
1446,17,7
1446,95,8
1446,124,9
1446,94,10
1446,81,11
1446,14,12
1446,51,13
1446,44,14
1446,102,15
1446,121,16
1446,60,17
1446,36,18
1446,128,19
1446,25,20
1446,63,21
1446,119,22
1446,43,23
1446,75,24
1446,59,25
1446,130,26
1446,73,27
1446,123,28
1446,58,29
1446,78,30
1446,12,31
1446,115,32
1446,54,33
1446,3,34
1446,6,35
1446,104,36
1446,11,37
1446,136,38
1446,111,39
1446,126,40
1446,0,41
1446,23,42
1446,55,43
1446,105,44
1446,96,45
1446,26,46
1446,41,47
1446,125,48
1446,91,49
1446,22,50
1446,9,51
1446,28,52
1446,114,53
1446,97,54
1446,98,55
1446,57,56
1446,64,57
1446,134,58
1446,62,59
1446,42,60
1446,69,61
1446,37,62
1446,132,63
1446,129,64
1446,89,65
1446,106,66
1446,82,67
1446,30,68
1446,79,69
1446,127,70
1446,2,71
1446,16,72
1446,27,73
1447,70,1
1447,50,2
1447,19,3
1447,4,4
1447,124,5
1447,81,6
1447,102,7
1447,121,8
1447,127,9
1447,25,10
1447,73,11
1447,68,12
1447,130,13
1447,12,14
1447,65,15
1447,90,16
1447,118,17
1447,54,18
1447,16,19
1447,116,20
1447,67,21
1447,113,22
1447,52,23
1447,111,24
1447,55,25
1447,23,26
1447,92,27
1447,22,28
1447,53,29
1447,120,30
1447,134,31
1447,31,32
1447,8,33
1447,37,34
1447,87,35
1447,2,36
1447,93,37
1448,33,1
1448,100,2
1448,34,3
1448,50,4
1448,4,5
1448,95,6
1448,81,7
1448,63,8
1448,90,9
1448,18,10
1448,38,11
1448,0,12
1448,105,13
1448,28,14
1448,71,15
1448,64,16
1448,134,17
1448,69,18
1448,21,19
1448,15,20
1448,132,21
1448,106,22
1448,103,23
1448,83,24
1448,79,25
1448,87,26
1448,121,27
1448,43,28
1448,59,29
1448,73,30
1448,68,31
1448,55,32
1448,23,33
1448,7,34
1448,31,35
1448,62,36
1448,37,37
1448,8,38
1448,1,39
1448,127,40
1448,110,41
1448,51,42
1448,107,43
1448,44,44
1448,119,45
1448,133,46
1448,54,47
1448,104,48
1448,116,49
1448,11,50
1448,77,51
1448,92,52
1448,99,53
1448,61,54
1448,84,55
1448,53,56
1448,97,57
1448,120,58
1448,24,59
1448,82,60
1448,39,61
1448,2,62
1448,27,63
1448,74,64
1448,35,65
1448,29,66
1448,130,67
1448,78,68
1448,12,69
1448,10,70
1448,112,71
1448,117,72
1448,41,73
1448,126,74
1448,52,75
1448,9,76
1448,47,77
1448,45,78
1448,5,79
1448,42,80
1448,76,81
1448,16,82
1449,70,1
1449,48,2
1449,66,3
1449,101,4
1449,4,5
1449,81,6
1449,135,7
1449,14,8
1449,102,9
1449,122,10
1449,121,11
1449,29,12
1449,128,13
1449,25,14
1449,32,15
1449,119,16
1449,43,17
1449,59,18
1449,133,19
1449,130,20
1449,75,21
1449,58,22
1449,123,23
1449,88,24
1449,12,25
1449,131,26
1449,90,27
1449,6,28
1449,104,29
1449,87,30
1449,77,31
1449,41,32
1449,38,33
1449,26,34
1449,0,35
1449,111,36
1449,52,37
1449,28,38
1449,27,39
1449,126,40
1449,125,41
1449,99,42
1449,22,43
1449,45,44
1449,97,45
1449,57,46
1449,86,47
1449,64,48
1449,5,49
1449,134,50
1449,31,51
1449,62,52
1449,85,53
1449,80,54
1449,15,55
1449,21,56
1449,37,57
1449,24,58
1449,49,59
1449,1,60
1449,46,61
1449,30,62
1449,13,63
1449,3,64
1449,17,65
1450,11,1
1450,70,2
1450,43,3
1450,96,4
1450,56,5
1450,130,6
1450,22,7
1450,106,8
1450,118,9
1450,14,10
1450,86,11
1450,3,12
1451,33,1
1451,100,2
1451,70,3
1451,95,4
1451,107,5
1451,44,6
1451,102,7
1451,122,8
1451,121,9
1451,60,10
1451,41,11
1451,25,12
1451,32,13
1451,43,14
1451,119,15
1451,75,16
1451,73,17
1451,68,18
1451,123,19
1451,40,20
1451,88,21
1451,72,22
1451,90,23
1451,54,24
1451,118,25
1451,6,26
1451,104,27
1451,108,28
1451,11,29
1451,113,30
1451,112,31
1451,67,32
1451,117,33
1451,136,34
1451,38,35
1451,55,36
1451,0,37
1451,126,38
1451,91,39
1451,96,40
1451,56,41
1451,111,42
1451,105,43
1451,125,44
1451,92,45
1451,7,46
1451,47,47
1451,61,48
1451,57,49
1451,53,50
1451,97,51
1451,64,52
1451,120,53
1451,5,54
1451,85,55
1451,80,56
1451,69,57
1451,21,58
1451,132,59
1451,129,60
1451,89,61
1451,106,62
1451,46,63
1451,82,64
1451,30,65
1451,83,66
1451,17,67
1452,34,1
1452,33,2
1452,48,3
1452,66,4
1452,35,5
1452,101,6
1452,93,7
1452,94,8
1452,20,9
1452,14,10
1452,51,11
1452,44,12
1452,122,13
1452,121,14
1452,25,15
1452,32,16
1452,43,17
1452,123,18
1452,40,19
1452,78,20
1452,10,21
1452,131,22
1452,67,23
1452,113,24
1452,77,25
1452,11,26
1452,18,27
1452,136,28
1452,26,29
1452,55,30
1452,41,31
1452,38,32
1452,28,33
1452,56,34
1452,92,35
1452,22,36
1452,61,37
1452,114,38
1452,45,39
1452,57,40
1452,85,41
1452,80,42
1452,69,43
1452,1,44
1452,30,45
1452,76,46
1452,127,47
1452,2,48
1452,16,49
1453,34,1
1453,100,2
1453,48,3
1453,70,4
1453,66,5
1453,50,6
1453,19,7
1453,4,8
1453,20,9
1453,109,10
1453,44,11
1453,122,12
1453,29,13
1453,128,14
1453,25,15
1453,32,16
1453,63,17
1453,43,18
1453,75,19
1453,133,20
1453,59,21
1453,58,22
1453,10,23
1453,88,24
1453,12,25
1453,72,26
1453,131,27
1453,16,28
1453,108,29
1453,112,30
1453,113,31
1453,18,32
1453,41,33
1453,55,34
1453,111,35
1453,38,36
1453,126,37
1453,0,38
1453,23,39
1453,56,40
1453,92,41
1453,7,42
1453,96,43
1453,61,44
1453,84,45
1453,97,46
1453,98,47
1453,64,48
1453,120,49
1453,42,50
1453,13,51
1453,8,52
1453,24,53
1453,129,54
1453,106,55
1453,103,56
1453,82,57
1453,76,58
1453,79,59
1453,87,60
1453,93,61
1454,60,1
1454,91,2
1454,125,3
1454,122,4
1454,30,5
1454,102,6
1454,64,7
1454,113,8
1454,5,9
1455,33,1
1455,70,2
1455,35,3
1455,50,4
1455,93,5
1455,4,6
1455,95,7
1455,124,8
1455,81,9
1455,14,10
1455,51,11
1455,109,12
1455,102,13
1455,122,14
1455,121,15
1455,60,16
1455,29,17
1455,128,18
1455,25,19
1455,63,20
1455,119,21
1455,43,22
1455,59,23
1455,75,24
1455,73,25
1455,68,26
1455,133,27
1455,123,28
1455,78,29
1455,88,30
1455,115,31
1455,65,32
1455,72,33
1455,131,34
1455,90,35
1455,54,36
1455,118,37
1455,108,38
1455,18,39
1455,117,40
1455,41,41
1455,136,42
1455,105,43
1455,7,44
1455,125,45
1455,22,46
1455,47,47
1455,45,48
1455,97,49
1455,98,50
1455,57,51
1455,120,52
1455,64,53
1455,134,54
1455,31,55
1455,85,56
1455,42,57
1455,21,58
1455,37,59
1455,24,60
1455,8,61
1455,106,62
1455,103,63
1455,1,64
1455,46,65
1455,30,66
1455,83,67
1455,49,68
1455,79,69
1455,3,70
1455,2,71
1455,16,72
1455,17,73
1456,74,1
1456,34,2
1456,33,3
1456,48,4
1456,66,5
1456,101,6
1456,19,7
1456,95,8
1456,94,9
1456,107,10
1456,122,11
1456,121,12
1456,60,13
1456,36,14
1456,25,15
1456,63,16
1456,119,17
1456,75,18
1456,130,19
1456,73,20
1456,40,21
1456,115,22
1456,65,23
1456,131,24
1456,54,25
1456,113,26
1456,18,27
1456,117,28
1456,41,29
1456,52,30
1456,136,31
1456,38,32
1456,0,33
1456,96,34
1456,71,35
1456,47,36
1456,61,37
1456,84,38
1456,114,39
1456,45,40
1456,97,41
1456,120,42
1456,64,43
1456,5,44
1456,31,45
1456,134,46
1456,80,47
1456,8,48
1456,21,49
1456,24,50
1456,132,51
1456,129,52
1456,1,53
1456,82,54
1456,30,55
1456,83,56
1456,127,57
1456,2,58
1456,93,59
1457,74,1
1457,100,2
1457,48,3
1457,66,4
1457,110,5
1457,101,6
1457,50,7
1457,19,8
1457,124,9
1457,135,10
1457,20,11
1457,51,12
1457,44,13
1457,102,14
1457,122,15
1457,29,16
1457,60,17
1457,25,18
1457,32,19
1457,119,20
1457,43,21
1457,59,22
1457,133,23
1457,68,24
1457,58,25
1457,10,26
1457,88,27
1457,12,28
1457,65,29
1457,72,30
1457,118,31
1457,6,32
1457,87,33
1457,108,34
1457,67,35
1457,112,36
1457,77,37
1457,116,38
1457,104,39
1457,126,40
1457,38,41
1457,23,42
1457,27,43
1457,91,44
1457,56,45
1457,28,46
1457,7,47
1457,125,48
1457,99,49
1457,92,50
1457,9,51
1457,45,52
1457,114,53
1457,97,54
1457,98,55
1457,76,56
1457,80,57
1457,37,58
1457,132,59
1457,89,60
1457,106,61
1457,1,62
1457,39,63
1457,13,64
1457,127,65
1457,17,66
1458,33,1
1458,100,2
1458,95,3
1458,109,4
1458,14,5
1458,102,6
1458,36,7
1458,128,8
1458,63,9
1458,88,10
1458,115,11
1458,90,12
1458,118,13
1458,6,14
1458,67,15
1458,113,16
1458,0,17
1458,105,18
1458,91,19
1458,71,20
1458,114,21
1458,57,22
1458,64,23
1458,69,24
1458,21,25
1458,106,26
1458,83,27
1458,13,28
1458,135,29
1458,121,30
1458,60,31
1458,59,32
1458,73,33
1458,68,34
1458,23,35
1458,22,36
1458,98,37
1458,37,38
1458,8,39
1458,129,40
1458,89,41
1458,46,42
1458,127,43
1458,94,44
1458,20,45
1458,44,46
1458,32,47
1458,119,48
1458,133,49
1458,116,50
1458,11,51
1458,77,52
1458,96,53
1458,56,54
1458,125,55
1458,61,56
1458,84,57
1458,97,58
1458,53,59
1458,80,60
1458,82,61
1458,30,62
1458,2,63
1458,27,64
1458,74,65
1458,48,66
1458,66,67
1458,35,68
1458,101,69
1458,124,70
1458,122,71
1458,123,72
1458,78,73
1458,136,74
1458,52,75
1458,126,76
1458,47,77
1458,45,78
1458,42,79
1458,49,80
1458,76,81
1458,3,82
1458,16,83
1458,17,84
1459,34,1
1459,100,2
1459,33,3
1459,50,4
1459,4,5
1459,95,6
1459,81,7
1459,109,8
1459,36,9
1459,63,10
1459,88,11
1459,115,12
1459,90,13
1459,131,14
1459,118,15
1459,6,16
1459,113,17
1459,105,18
1459,28,19
1459,114,20
1459,57,21
1459,134,22
1459,106,23
1459,103,24
1459,79,25
1459,87,26
1459,93,27
1459,135,28
1459,60,29
1459,43,30
1459,59,31
1459,75,32
1459,68,33
1459,58,34
1459,65,35
1459,72,36
1459,108,37
1459,55,38
1459,23,39
1459,7,40
1459,22,41
1459,98,42
1459,62,43
1459,85,44
1459,1,45
1459,46,46
1459,127,47
1459,110,48
1459,94,49
1459,20,50
1459,107,51
1459,25,52
1459,32,53
1459,133,54
1459,54,55
1459,104,56
1459,116,57
1459,11,58
1459,77,59
1459,111,60
1459,56,61
1459,92,62
1459,61,63
1459,97,64
1459,120,65
1459,80,66
1459,82,67
1459,30,68
1459,27,69
1459,70,70
1459,66,71
1459,35,72
1459,124,73
1459,122,74
1459,29,75
1459,40,76
1459,78,77
1459,112,78
1459,117,79
1459,126,80
1459,9,81
1459,47,82
1459,42,83
1459,3,84
1459,16,85
1460,70,1
1460,35,2
1460,101,3
1460,20,4
1460,14,5
1460,44,6
1460,121,7
1460,60,8
1460,43,9
1460,119,10
1460,133,11
1460,68,12
1460,40,13
1460,10,14
1460,78,15
1460,88,16
1460,65,17
1460,77,18
1460,55,19
1460,0,20
1460,23,21
1460,92,22
1460,45,23
1460,120,24
1460,5,25
1460,80,26
1460,42,27
1460,129,28
1460,49,29
1460,1,30
1460,30,31
1460,13,32
1460,87,33
1461,74,1
1461,34,2
1461,100,3
1461,94,4
1461,107,5
1461,119,6
1461,40,7
1461,10,8
1461,78,9
1461,65,10
1461,131,11
1461,116,12
1461,112,13
1461,26,14
1461,38,15
1461,92,16
1461,61,17
1461,53,18
1461,86,19
1461,64,20
1461,5,21
1461,69,22
1461,15,23
1461,24,24
1461,132,25
1461,83,26
1461,13,27
1461,127,28
1462,74,1
1462,33,2
1462,34,3
1462,110,4
1462,35,5
1462,101,6
1462,50,7
1462,19,8
1462,124,9
1462,94,10
1462,20,11
1462,109,12
1462,107,13
1462,44,14
1462,102,15
1462,36,16
1462,128,17
1462,127,18
1462,32,19
1462,43,20
1462,119,21
1462,75,22
1462,133,23
1462,73,24
1462,68,25
1462,40,26
1462,12,27
1462,65,28
1462,72,29
1462,131,30
1462,116,31
1462,11,32
1462,41,33
1462,38,34
1462,136,35
1462,23,36
1462,91,37
1462,96,38
1462,28,39
1462,7,40
1462,125,41
1462,71,42
1462,22,43
1462,84,44
1462,97,45
1462,98,46
1462,85,47
1462,80,48
1462,69,49
1462,21,50
1462,37,51
1462,24,52
1462,129,53
1462,132,54
1462,106,55
1462,89,56
1462,49,57
1462,83,58
1462,79,59
1462,3,60
1462,2,61
1462,17,62
1463,100,1
1463,48,2
1463,94,3
1463,121,4
1463,36,5
1463,29,6
1463,25,7
1463,119,8
1463,75,9
1463,68,10
1463,40,11
1463,78,12
1463,115,13
1463,131,14
1463,90,15
1463,67,16
1463,113,17
1463,11,18
1463,136,19
1463,111,20
1463,52,21
1463,105,22
1463,92,23
1463,61,24
1463,57,25
1463,86,26
1463,62,27
1463,85,28
1463,89,29
1463,79,30
1463,3,31
1463,2,32
1464,100,1
1464,48,2
1464,101,3
1464,95,4
1464,94,5
1464,81,6
1464,135,7
1464,107,8
1464,44,9
1464,60,10
1464,133,11
1464,73,12
1464,68,13
1464,123,14
1464,40,15
1464,65,16
1464,72,17
1464,131,18
1464,90,19
1464,67,20
1464,112,21
1464,136,22
1464,38,23
1464,26,24
1464,23,25
1464,91,26
1464,105,27
1464,7,28
1464,99,29
1464,22,30
1464,9,31
1464,47,32
1464,61,33
1464,45,34
1464,114,35
1464,57,36
1464,98,37
1464,97,38
1464,64,39
1464,62,40
1464,85,41
1464,80,42
1464,15,43
1464,37,44
1464,132,45
1464,129,46
1464,106,47
1464,82,48
1464,83,49
1464,13,50
1464,87,51
1464,2,52
1464,93,53
1465,4,1
1465,95,2
1465,81,3
1465,14,4
1465,109,5
1465,36,6
1465,63,7
1465,88,8
1465,115,9
1465,118,10
1465,6,11
1465,67,12
1465,113,13
1465,18,14
1465,38,15
1465,0,16
1465,91,17
1465,28,18
1465,64,19
1465,69,20
1465,15,21
1465,83,22
1465,13,23
1465,93,24
1465,19,25
1465,135,26
1465,121,27
1465,60,28
1465,43,29
1465,59,30
1465,73,31
1465,68,32
1465,72,33
1465,55,34
1465,7,35
1465,98,36
1465,86,37
1465,31,38
1465,62,39
1465,85,40
1465,8,41
1465,37,42
1465,129,43
1465,89,44
1465,1,45
1465,127,46
1465,94,47
1465,51,48
1465,107,49
1465,32,50
1465,119,51
1465,133,52
1465,116,53
1465,104,54
1465,11,55
1465,96,56
1465,56,57
1465,99,58
1465,53,59
1465,80,60
1465,24,61
1465,39,62
1465,2,63
1465,27,64
1465,74,65
1465,70,66
1465,48,67
1465,66,68
1465,35,69
1465,130,70
1465,123,71
1465,78,72
1465,12,73
1465,112,74
1465,117,75
1465,26,76
1465,136,77
1465,52,78
1465,126,79
1465,45,80
1465,5,81
1465,49,82
1465,3,83
1465,16,84
1465,17,85
1466,74,1
1466,33,2
1466,100,3
1466,70,4
1466,66,5
1466,110,6
1466,50,7
1466,95,8
1466,94,9
1466,135,10
1466,20,11
1466,14,12
1466,107,13
1466,29,14
1466,25,15
1466,43,16
1466,59,17
1466,75,18
1466,130,19
1466,123,20
1466,10,21
1466,115,22
1466,65,23
1466,131,24
1466,54,25
1466,118,26
1466,6,27
1466,116,28
1466,87,29
1466,11,30
1466,67,31
1466,77,32
1466,117,33
1466,136,34
1466,126,35
1466,38,36
1466,23,37
1466,91,38
1466,28,39
1466,56,40
1466,96,41
1466,125,42
1466,71,43
1466,99,44
1466,47,45
1466,61,46
1466,84,47
1466,57,48
1466,98,49
1466,53,50
1466,134,51
1466,8,52
1466,15,53
1466,21,54
1466,129,55
1466,132,56
1466,49,57
1466,83,58
1466,39,59
1466,76,60
1466,79,61
1466,127,62
1466,2,63
1466,93,64
1466,27,65
1467,101,1
1467,4,2
1467,124,3
1467,94,4
1467,81,5
1467,14,6
1467,36,7
1467,29,8
1467,119,9
1467,43,10
1467,59,11
1467,73,12
1467,123,13
1467,10,14
1467,88,15
1467,54,16
1467,104,17
1467,67,18
1467,18,19
1467,52,20
1467,55,21
1467,92,22
1467,71,23
1467,47,24
1467,84,25
1467,53,26
1467,64,27
1467,134,28
1467,85,29
1467,132,30
1467,106,31
1467,89,32
1467,1,33
1467,30,34
1467,79,35
1467,93,36
1468,66,1
1468,110,2
1468,95,3
1468,122,4
1468,121,5
1468,119,6
1468,43,7
1468,73,8
1468,123,9
1468,10,10
1468,115,11
1468,54,12
1468,112,13
1468,113,14
1468,18,15
1468,52,16
1468,126,17
1468,38,18
1468,0,19
1468,125,20
1468,47,21
1468,61,22
1468,114,23
1468,57,24
1468,86,25
1468,98,26
1468,42,27
1468,80,28
1468,24,29
1468,129,30
1468,106,31
1468,103,32
1468,79,33
1468,2,34
1468,16,35
1469,33,1
1469,50,2
1469,4,3
1469,81,4
1469,14,5
1469,109,6
1469,128,7
1469,88,8
1469,115,9
1469,90,10
1469,131,11
1469,67,12
1469,113,13
1469,38,14
1469,0,15
1469,28,16
1469,57,17
1469,64,18
1469,69,19
1469,21,20
1469,15,21
1469,103,22
1469,13,23
1469,79,24
1469,19,25
1469,121,26
1469,43,27
1469,59,28
1469,68,29
1469,58,30
1469,65,31
1469,23,32
1469,22,33
1469,86,34
1469,8,35
1469,37,36
1469,129,37
1469,89,38
1469,1,39
1469,127,40
1469,110,41
1469,32,42
1469,119,43
1469,133,44
1469,54,45
1469,111,46
1469,96,47
1469,56,48
1469,99,49
1469,61,50
1469,84,51
1469,53,52
1469,97,53
1469,120,54
1469,39,55
1469,82,56
1469,27,57
1469,74,58
1469,70,59
1469,48,60
1469,66,61
1469,35,62
1469,101,63
1469,122,64
1469,123,65
1469,10,66
1469,78,67
1469,12,68
1469,136,69
1469,41,70
1469,126,71
1469,26,72
1469,9,73
1469,47,74
1469,76,75
1469,3,76
1469,17,77
1470,74,1
1470,33,2
1470,100,3
1470,66,4
1470,101,5
1470,50,6
1470,4,7
1470,95,8
1470,94,9
1470,135,10
1470,20,11
1470,51,12
1470,107,13
1470,121,14
1470,29,15
1470,60,16
1470,36,17
1470,63,18
1470,59,19
1470,75,20
1470,130,21
1470,123,22
1470,58,23
1470,12,24
1470,116,25
1470,108,26
1470,67,27
1470,113,28
1470,112,29
1470,77,30
1470,18,31
1470,41,32
1470,55,33
1470,38,34
1470,52,35
1470,126,36
1470,91,37
1470,28,38
1470,111,39
1470,96,40
1470,0,41
1470,125,42
1470,71,43
1470,23,44
1470,47,45
1470,9,46
1470,61,47
1470,114,48
1470,45,49
1470,53,50
1470,86,51
1470,98,52
1470,120,53
1470,62,54
1470,85,55
1470,69,56
1470,37,57
1470,21,58
1470,24,59
1470,8,60
1470,106,61
1470,103,62
1470,49,63
1470,83,64
1470,105,65
1470,13,66
1470,93,67
1471,34,1
1471,100,2
1471,4,3
1471,81,4
1471,109,5
1471,14,6
1471,36,7
1471,128,8
1471,88,9
1471,115,10
1471,90,11
1471,113,12
1471,38,13
1471,0,14
1471,105,15
1471,28,16
1471,114,17
1471,57,18
1471,21,19
1471,15,20
1471,106,21
1471,103,22
1471,79,23
1471,87,24
1471,19,25
1471,135,26
1471,121,27
1471,60,28
1471,43,29
1471,59,30
1471,75,31
1471,73,32
1471,68,33
1471,65,34
1471,55,35
1471,7,36
1471,22,37
1471,31,38
1471,62,39
1471,85,40
1471,37,41
1471,8,42
1471,129,43
1471,127,44
1471,94,45
1471,51,46
1471,107,47
1471,44,48
1471,32,49
1471,119,50
1471,54,51
1471,116,52
1471,11,53
1471,77,54
1471,111,55
1471,96,56
1471,56,57
1471,92,58
1471,125,59
1471,99,60
1471,61,61
1471,53,62
1471,97,63
1471,120,64
1471,80,65
1471,39,66
1471,82,67
1471,30,68
1471,2,69
1471,74,70
1471,70,71
1471,48,72
1471,29,73
1471,130,74
1471,78,75
1471,12,76
1471,136,77
1471,52,78
1471,41,79
1471,126,80
1471,26,81
1471,9,82
1471,49,83
1471,76,84
1471,3,85
1471,17,86
1472,117,1
1472,70,2
1472,52,3
1472,80,4
1472,7,5
1472,4,6
1472,89,7
1472,118,8
1472,108,9
1472,120,10
1472,17,11
1473,74,1
1473,100,2
1473,48,3
1473,35,4
1473,19,5
1473,4,6
1473,94,7
1473,135,8
1473,109,9
1473,107,10
1473,44,11
1473,102,12
1473,36,13
1473,121,14
1473,29,15
1473,128,16
1473,32,17
1473,130,18
1473,68,19
1473,58,20
1473,123,21
1473,78,22
1473,12,23
1473,72,24
1473,131,25
1473,54,26
1473,112,27
1473,113,28
1473,41,29
1473,126,30
1473,52,31
1473,136,32
1473,38,33
1473,91,34
1473,28,35
1473,7,36
1473,71,37
1473,22,38
1473,47,39
1473,9,40
1473,99,41
1473,114,42
1473,45,43
1473,57,44
1473,53,45
1473,31,46
1473,42,47
1473,15,48
1473,49,49
1473,103,50
1473,46,51
1473,79,52
1473,127,53
1473,2,54
1473,93,55
1473,17,56
1474,33,1
1474,100,2
1474,70,3
1474,110,4
1474,35,5
1474,19,6
1474,17,7
1474,94,8
1474,124,9
1474,135,10
1474,20,11
1474,14,12
1474,102,13
1474,122,14
1474,121,15
1474,128,16
1474,32,17
1474,63,18
1474,119,19
1474,133,20
1474,130,21
1474,68,22
1474,40,23
1474,58,24
1474,78,25
1474,88,26
1474,90,27
1474,118,28
1474,6,29
1474,87,30
1474,11,31
1474,112,32
1474,67,33
1474,18,34
1474,26,35
1474,111,36
1474,41,37
1474,0,38
1474,23,39
1474,91,40
1474,105,41
1474,92,42
1474,99,43
1474,22,44
1474,61,45
1474,114,46
1474,53,47
1474,86,48
1474,57,49
1474,98,50
1474,120,51
1474,64,52
1474,5,53
1474,31,54
1474,85,55
1474,76,56
1474,69,57
1474,15,58
1474,8,59
1474,129,60
1474,106,61
1474,103,62
1474,49,63
1474,39,64
1474,82,65
1474,13,66
1474,46,67
1474,79,68
1474,127,69
1474,2,70
1474,27,71
1475,62,1
1475,38,2
1475,85,3
1475,105,4
1475,56,5
1475,92,6
1475,4,7
1475,72,8
1475,114,9
1475,54,10
1475,30,11
1475,53,12
1475,44,13
1475,5,14
1475,93,15
1476,48,1
1476,109,2
1476,51,3
1476,122,4
1476,121,5
1476,60,6
1476,127,7
1476,119,8
1476,40,9
1476,78,10
1476,12,11
1476,11,12
1476,55,13
1476,0,14
1476,92,15
1476,7,16
1476,125,17
1476,99,18
1476,31,19
1476,85,20
1476,21,21
1476,87,22
1476,2,23
1476,17,24
1477,74,1
1477,34,2
1477,70,3
1477,33,4
1477,66,5
1477,35,6
1477,50,7
1477,19,8
1477,135,9
1477,29,10
1477,60,11
1477,25,12
1477,119,13
1477,59,14
1477,133,15
1477,75,16
1477,130,17
1477,78,18
1477,12,19
1477,88,20
1477,90,21
1477,131,22
1477,118,23
1477,3,24
1477,116,25
1477,11,26
1477,77,27
1477,117,28
1477,136,29
1477,26,30
1477,41,31
1477,0,32
1477,52,33
1477,105,34
1477,96,35
1477,56,36
1477,91,37
1477,55,38
1477,92,39
1477,71,40
1477,22,41
1477,125,42
1477,61,43
1477,114,44
1477,57,45
1477,98,46
1477,53,47
1477,64,48
1477,5,49
1477,134,50
1477,62,51
1477,42,52
1477,15,53
1477,8,54
1477,132,55
1477,89,56
1477,106,57
1477,76,58
1477,87,59
1477,93,60
1477,17,61
1478,34,1
1478,70,2
1478,100,3
1478,66,4
1478,101,5
1478,93,6
1478,95,7
1478,124,8
1478,135,9
1478,14,10
1478,51,11
1478,63,12
1478,43,13
1478,59,14
1478,133,15
1478,75,16
1478,68,17
1478,78,18
1478,12,19
1478,115,20
1478,90,21
1478,131,22
1478,118,23
1478,54,24
1478,6,25
1478,108,26
1478,112,27
1478,113,28
1478,26,29
1478,38,30
1478,136,31
1478,52,32
1478,0,33
1478,91,34
1478,96,35
1478,105,36
1478,111,37
1478,7,38
1478,125,39
1478,99,40
1478,71,41
